assessment_id,name,url,description,competencies,adaptive,col2_raw,test_type_raw,keys,combined_text
4302,Global Skills Development Report,https://www.shl.com/products/product-catalog/view/global-skills-development-report/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",A|E|B|C|D|P|A|B|C|D|E|K|P|S,True,,A E B C D P,A|E|B|C|D|P,"global skills development report. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. a|e|b|c|d|p|a|b|c|d|e|k|p|s"
4001,Electrical and Electronics Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"electrical and electronics engineering (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4031,Electrical Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"electrical engineering (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4002,Electronics & Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"electronics & telecommunications engineering (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4000,Electronics and Embedded Systems Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"electronics and embedded systems engineering (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4139,Electronics and Semiconductor Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"electronics and semiconductor engineering (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4180,English Comprehension (New),https://www.shl.com/products/product-catalog/view/english-comprehension-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"english comprehension (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4063,Enterprise Java Beans (New),https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"enterprise java beans (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
3856,Enterprise Leadership Report 1.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",P|A|B|C|D|E|K|P|S,True,,P,P,"enterprise leadership report 1.0. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. p|a|b|c|d|e|k|p|s"
4287,Enterprise Leadership Report 2.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",P|A|B|C|D|E|K|P|S,True,,P,P,"enterprise leadership report 2.0. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. p|a|b|c|d|e|k|p|s"
3934,Entry Level Cashier Solution,https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",C|P|A|B|C|D|E|K|P|S,True,,C P,C|P,"entry level cashier solution. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. c|p|a|b|c|d|e|k|p|s"
3939,Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",P|C|A|B|C|D|E|K|P|S,True,,P C,P|C,"entry level customer serv-retail & contact center. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. p|c|a|b|c|d|e|k|p|s"
3935,Entry Level Customer Service (General) Solution,https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",C|P|A|B|C|D|E|K|P|S,True,,C P,C|P,"entry level customer service (general) solution. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. c|p|a|b|c|d|e|k|p|s"
3936,Entry Level Hotel Front Desk Solution,https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",C|P|A|B|C|D|E|K|P|S,True,,C P,C|P,"entry level hotel front desk solution. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. c|p|a|b|c|d|e|k|p|s"
3937,Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",C|P|A|B|C|D|E|K|P|S,True,,C P,C|P,"entry level sales solution. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. c|p|a|b|c|d|e|k|p|s"
3938,Entry Level Technical Support Solution,https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",P|C|A|B|C|D|E|K|P|S,True,,P C,P|C,"entry level technical support solution. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. p|c|a|b|c|d|e|k|p|s"
4065,ETL Testing (New),https://www.shl.com/products/product-catalog/view/etl-testing-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"etl testing (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
743,Executive Scenarios,https://www.shl.com/products/product-catalog/view/executive-scenarios/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",B|A|B|C|D|E|K|P|S,True,,B,B,"executive scenarios. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. b|a|b|c|d|e|k|p|s"
3849,Executive Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",B|A|B|C|D|E|K|P|S,True,,B,B,"executive scenarios narrative report. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. b|a|b|c|d|e|k|p|s"
3899,Executive Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",B|A|B|C|D|E|K|P|S,True,,B,B,"executive scenarios profile report. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. b|a|b|c|d|e|k|p|s"
4127,ExpressJS (New),https://www.shl.com/products/product-catalog/view/expressjs-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"expressjs (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
380,Filing - Names (R1),https://www.shl.com/products/product-catalog/view/filing-names-r1/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"filing - names (r1). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
381,Filing - Numbers,https://www.shl.com/products/product-catalog/view/filing-numbers/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"filing - numbers. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
3992,Financial Accounting (New),https://www.shl.com/products/product-catalog/view/financial-accounting-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"financial accounting (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4083,Financial and Banking Services (New),https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"financial and banking services (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4067,Fire Engineering (New),https://www.shl.com/products/product-catalog/view/fire-engineering-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"fire engineering (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
382,Following Instructions v1 - UK (R1),https://www.shl.com/products/product-catalog/view/following-instructions-v1-uk-r1/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"following instructions v1 - uk (r1). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
383,Following Instructions v1 - US (R2),https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"following instructions v1 - us (r2). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4090,Food and Beverage Services (New),https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"food and beverage services (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4071,Food Science (New),https://www.shl.com/products/product-catalog/view/food-science-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"food science (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4072,Front Office Management (New),https://www.shl.com/products/product-catalog/view/front-office-management-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"front office management (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
